Name_ZH,Name_EN,Title_ZH,Title_EN,Company_ZH,Company_EN,Biography_ZH,Biography_EN,Interview1_ZH,Interview1_EN,Interview2_ZH,Interview2_EN,Interview3_ZH,Interview3_EN,ImageURL,LocalImage
2 Block - Bitkey,Bitkey,2 Block,2 Block,Bitkey,Bitkey,"Bitkey is the bitcoin self-custody wallet from Block, Inc. Its built-in multi-signature security and recovery system replaces the need for seed phrases — giving you full control of your bitcoin without the risks of relying on a single backup. Bitkey was created to make self-custody accessible and empower more people around the world to truly own their money. Learn more at bitkey.world.","Bitkey is the bitcoin self-custody wallet from Block, Inc. Its built-in multi-signature security and recovery system replaces the need for seed phrases — giving you full control of your bitcoin without the risks of relying on a single backup. Bitkey was created to make self-custody accessible and empower more people around the world to truly own their money. Learn more at bitkey.world.",作为 2 Block 的 Bitkey，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 2 Block at Bitcoin MENA, which product or partnership does Bitkey most want the industry to remember this year?",Bitkey 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Bitkey's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Bitkey 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Bitkey hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691f810b69aacc478e0222a4_6813cf8ce68bd25229bae58d_bitkey-20logo-20black-20-1-20-20william-20samme.webp,avatars/mena-sponsors/bitkey.webp
2 Block - CoinW,CoinW,2 Block,2 Block,CoinW,CoinW,"CoinW stands as a pinnacle in the world of crypto trading platforms, where our unwavering commitment to security, transparency, and user-centric principles sets us apart. Powered by cutting-edge technology, boasting deep liquidity, and offering support for a diverse array of cryptocurrencies, we have cultivated a vast and dedicated user base, solidifying our position as one of the most secure exchanges globally.","CoinW stands as a pinnacle in the world of crypto trading platforms, where our unwavering commitment to security, transparency, and user-centric principles sets us apart. Powered by cutting-edge technology, boasting deep liquidity, and offering support for a diverse array of cryptocurrencies, we have cultivated a vast and dedicated user base, solidifying our position as one of the most secure exchanges globally.",作为 2 Block 的 CoinW，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 2 Block at Bitcoin MENA, which product or partnership does CoinW most want the industry to remember this year?",CoinW 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are CoinW's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，CoinW 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does CoinW hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691c836960b5d9df1cdcdf2e_logo-2.webp,avatars/mena-sponsors/coinw.webp
2 Block - SALT Lending,SALT Lending,2 Block,2 Block,SALT Lending,SALT Lending,"SALT Lending, changing the way you HODL since 2016, provides treasury management and liquidity services without requiring the sale of your bitcoin. Our crypto-backed services enable major purchases, boost your spending power, and expand business opportunities.SALT’s secure, user-friendly platform makes cryptocurrency practical for everyday use. BORROW to access liquidity. LEND to earn yield. SALT allows you to power your infinite potential by rethinking how you HODL.","SALT Lending, changing the way you HODL since 2016, provides treasury management and liquidity services without requiring the sale of your bitcoin. Our crypto-backed services enable major purchases, boost your spending power, and expand business opportunities.SALT’s secure, user-friendly platform makes cryptocurrency practical for everyday use. BORROW to access liquidity. LEND to earn yield. SALT allows you to power your infinite potential by rethinking how you HODL.",作为 2 Block 的 SALT Lending，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 2 Block at Bitcoin MENA, which product or partnership does SALT Lending most want the industry to remember this year?",SALT Lending 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are SALT Lending's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，SALT Lending 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does SALT Lending hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e7e29ffb2d67aa3696915f_689f9bbea453c3d914c297c2_salt-20logo-20dark.webp,avatars/mena-sponsors/salt-lending.webp
2 Block - Core,Core,2 Block,2 Block,Core,Core,"Core is Bitcoin’s first Proof of Stake (PoS) layer and the largest Bitcoin DeFi ecosystem, merging the unparalleled security of Bitcoin with the scalability of the Satoshi Plus consensus. Core’s Dual Staking empowers Bitcoin holders to earn secure and sustainable yields by staking both BTC and CORE, all while retaining full control of their assets. Over 5,000 BTC and 165M CORE have been staked on the Core blockchain, enhancing Bitcoin’s utility and security. Core is the most Bitcoin-aligned EVM blockchain with ~76% of Bitcoin mining hash power contributing to the network’s security. This breakthrough has amassed millions of Core adopters — over 39M unique addresses, 353M+ transactions, and over $800M TVL since its mainnet launch in January 2023.","Core is Bitcoin’s first Proof of Stake (PoS) layer and the largest Bitcoin DeFi ecosystem, merging the unparalleled security of Bitcoin with the scalability of the Satoshi Plus consensus. Core’s Dual Staking empowers Bitcoin holders to earn secure and sustainable yields by staking both BTC and CORE, all while retaining full control of their assets. Over 5,000 BTC and 165M CORE have been staked on the Core blockchain, enhancing Bitcoin’s utility and security. Core is the most Bitcoin-aligned EVM blockchain with ~76% of Bitcoin mining hash power contributing to the network’s security. This breakthrough has amassed millions of Core adopters — over 39M unique addresses, 353M+ transactions, and over $800M TVL since its mainnet launch in January 2023.",作为 2 Block 的 Core，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 2 Block at Bitcoin MENA, which product or partnership does Core most want the industry to remember this year?",Core 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Core's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Core 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Core hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e7e290606ad184dcd2717d_core-recTenyIkxV12WlW3.webp,avatars/mena-sponsors/core.webp
2 Block - Crypto Miners,Crypto Miners,2 Block,2 Block,Crypto Miners,Crypto Miners,"CryptoMiners specializes in miners hosting, hydro mining solutions and containers local manufacturing, colocation facilities and data centre setups for government and B2B partners, repair & maintenance services and blockchain projects. Having recognition on B2G levels and 8 physical stores and office across the globe, Visioning our future plans of eco-friendly solutions and energy efficiency through our worldwide R&D teams, we are expanding our services including sustainable PPE projects, data storage entity and one stop solution for all your crypto investment needs with trust and reliabilityInstagramTikTok","CryptoMiners specializes in miners hosting, hydro mining solutions and containers local manufacturing, colocation facilities and data centre setups for government and B2B partners, repair & maintenance services and blockchain projects. Having recognition on B2G levels and 8 physical stores and office across the globe, Visioning our future plans of eco-friendly solutions and energy efficiency through our worldwide R&D teams, we are expanding our services including sustainable PPE projects, data storage entity and one stop solution for all your crypto investment needs with trust and reliabilityInstagramTikTok",作为 2 Block 的 Crypto Miners，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 2 Block at Bitcoin MENA, which product or partnership does Crypto Miners most want the industry to remember this year?",Crypto Miners 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Crypto Miners's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Crypto Miners 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Crypto Miners hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6929af49d85875223b2264ea_image.webp,avatars/mena-sponsors/crypto-miners.webp
2 Block - Uminers,Uminers,2 Block,2 Block,Uminers,Uminers,"Uminers is a global provider of Bitcoin mining solutions, serving over 7,000 clients with high-performance ASIC hardware, hosting, and logistics. The company delivers more than 5,000 miners monthly and operates a large-scale, hydro-powered data center in Ethiopia. Its new 175 MW facility will support both blockchain and AI workloads, aligning with Uminers’ strategy to future-proof its infrastructure. Headquartered in Hong Kong with 14+ years of experience, Uminers delivers trusted, turnkey services to the Bitcoin mining community.","Uminers is a global provider of Bitcoin mining solutions, serving over 7,000 clients with high-performance ASIC hardware, hosting, and logistics. The company delivers more than 5,000 miners monthly and operates a large-scale, hydro-powered data center in Ethiopia. Its new 175 MW facility will support both blockchain and AI workloads, aligning with Uminers’ strategy to future-proof its infrastructure. Headquartered in Hong Kong with 14+ years of experience, Uminers delivers trusted, turnkey services to the Bitcoin mining community.",作为 2 Block 的 Uminers，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 2 Block at Bitcoin MENA, which product or partnership does Uminers most want the industry to remember this year?",Uminers 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Uminers's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Uminers 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Uminers hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e7e290606ad184dcd27183_uminers-logo.webp,avatars/mena-sponsors/uminers.webp
2 Block - EToro,EToro,2 Block,2 Block,EToro,EToro,"For more than a decade, eToro has been a leader in the global Fintech revolution. It is the world’s leading social trading network, with millions of registered users and an array of innovative trading and investment tools.","For more than a decade, eToro has been a leader in the global Fintech revolution. It is the world’s leading social trading network, with millions of registered users and an array of innovative trading and investment tools.",作为 2 Block 的 EToro，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 2 Block at Bitcoin MENA, which product or partnership does EToro most want the industry to remember this year?",EToro 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are EToro's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，EToro 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does EToro hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e7e290606ad184dcd27180_etoro-logo.webp,avatars/mena-sponsors/etoro.webp
1 Block - Bitcoin Art Society,Bitcoin Art Society,1 Block,1 Block,Bitcoin Art Society,Bitcoin Art Society,"Bitcoin Art Society is a curator-led initiative dedicated to elevating Bitcoin‑native art and culture. We bring together artists, collectors, and institutions to create, exhibit, and preserve work whose provenance and story live on Bitcoin.Our mission is to highlight meaningful art, support creators, and make collecting on Bitcoin accessible and rewarding for a global audience. We believe in long‑term cultural value: careful curation, respectful presentation, and archival permanence.Instagram Link","Bitcoin Art Society is a curator-led initiative dedicated to elevating Bitcoin‑native art and culture. We bring together artists, collectors, and institutions to create, exhibit, and preserve work whose provenance and story live on Bitcoin.Our mission is to highlight meaningful art, support creators, and make collecting on Bitcoin accessible and rewarding for a global audience. We believe in long‑term cultural value: careful curation, respectful presentation, and archival permanence.Instagram Link",作为 1 Block 的 Bitcoin Art Society，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does Bitcoin Art Society most want the industry to remember this year?",Bitcoin Art Society 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Bitcoin Art Society's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Bitcoin Art Society 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Bitcoin Art Society hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/692a098aa931d40c26f42a6c_bitcoin-art-society.webp,avatars/mena-sponsors/bitcoin-art-society.webp
1 Block - MZUN GLOBAL,MZUN GLOBAL,1 Block,1 Block,MZUN GLOBAL,MZUN GLOBAL,"Mzun Global is a diversified international investment and technology firm with a strategic focus on the digital asset ecosystem and advanced computing infrastructure. We provide integrated solutions across digital asset investment, high-performance computing platforms, and large-scale digital infrastructure operations. Supported by deep financial expertise, energy-efficient engineering, and scalable compute architecture, Mazoon Global empowers partners to participate in the future of digital finance with clarity and confidence. Our mission is to build transparent, reliable, and technologically advanced platforms that unlock long-term value in an increasingly digital global economy.","Mzun Global is a diversified international investment and technology firm with a strategic focus on the digital asset ecosystem and advanced computing infrastructure. We provide integrated solutions across digital asset investment, high-performance computing platforms, and large-scale digital infrastructure operations. Supported by deep financial expertise, energy-efficient engineering, and scalable compute architecture, Mazoon Global empowers partners to participate in the future of digital finance with clarity and confidence. Our mission is to build transparent, reliable, and technologically advanced platforms that unlock long-term value in an increasingly digital global economy.",作为 1 Block 的 MZUN GLOBAL，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does MZUN GLOBAL most want the industry to remember this year?",MZUN GLOBAL 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are MZUN GLOBAL's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，MZUN GLOBAL 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does MZUN GLOBAL hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/692717f1a67367226865ffa0_logo-transparent-2.webp,avatars/mena-sponsors/mzun-global.webp
1 Block - BiXBiT,BiXBiT,1 Block,1 Block,BiXBiT,BiXBiT,"BiXBiT company designs and manufactures immersion cooling systems for ASIC, GPU, FPGA, server hardware, and develops software solutions to maximize the efficiency and performance of mining devices.","BiXBiT company designs and manufactures immersion cooling systems for ASIC, GPU, FPGA, server hardware, and develops software solutions to maximize the efficiency and performance of mining devices.",作为 1 Block 的 BiXBiT，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does BiXBiT most want the industry to remember this year?",BiXBiT 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are BiXBiT's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，BiXBiT 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does BiXBiT hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6926272c675cbeda81b681ec_bixbit_logo.webp,avatars/mena-sponsors/bixbit.webp
1 Block - ERA Wallet,ERA Wallet,1 Block,1 Block,ERA Wallet,ERA Wallet,"ERA Wallet is a Dubai-based startup that develops, manufactures, and sells a next-generation hardware crypto wallet. ERA is a fully air-gapped device designed for maximum security and ease of use. It gives users full control through transparent verification and offline signing. The device combines a durable IP67-rated body, advanced key-protection mechanisms, and a paperless NFC backup system, making self-custody intuitive and reliable.","ERA Wallet is a Dubai-based startup that develops, manufactures, and sells a next-generation hardware crypto wallet. ERA is a fully air-gapped device designed for maximum security and ease of use. It gives users full control through transparent verification and offline signing. The device combines a durable IP67-rated body, advanced key-protection mechanisms, and a paperless NFC backup system, making self-custody intuitive and reliable.",作为 1 Block 的 ERA Wallet，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does ERA Wallet most want the industry to remember this year?",ERA Wallet 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are ERA Wallet's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，ERA Wallet 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does ERA Wallet hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6926149bee2acb0b0bcc60d4_c6d369e3-6fbe-4769-b7c3-24caf87834b4-ticket-hs_file_upload-era_black.webp,avatars/mena-sponsors/era-wallet.webp
1 Block - ALPS,ALPS,1 Block,1 Block,ALPS,ALPS,"Alps is a global infrastructure company that designs, builds, and operates next-generation data centers for Bitcoin mining and high-performance computing, combining technological excellence with energy innovation.","Alps is a global infrastructure company that designs, builds, and operates next-generation data centers for Bitcoin mining and high-performance computing, combining technological excellence with energy innovation.",作为 1 Block 的 ALPS，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does ALPS most want the industry to remember this year?",ALPS 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are ALPS's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，ALPS 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does ALPS hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69272352fa7cecbcb3e42b56_alps-logo-updated.webp,avatars/mena-sponsors/alps.webp
1 Block - Herald Exchange,Herald Exchange,1 Block,1 Block,Herald Exchange,Herald Exchange,"HeraldEX is an all-in-one crypto platform that lets users trade with ease, access essential services like OTC, on-ramp and off-ramp, and send money globally through, stable-coin remittance.","HeraldEX is an all-in-one crypto platform that lets users trade with ease, access essential services like OTC, on-ramp and off-ramp, and send money globally through, stable-coin remittance.",作为 1 Block 的 Herald Exchange，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does Herald Exchange most want the industry to remember this year?",Herald Exchange 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Herald Exchange's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Herald Exchange 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Herald Exchange hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6925cc0c3a8f435c6c45771b_herald-logo.webp,avatars/mena-sponsors/herald-exchange.webp
1 Block - Coin Vigilante,Coin Vigilante,1 Block,1 Block,Coin Vigilante,Coin Vigilante,"Founded in 2021, the Coin Vigilante brand originated from the idea of creating high quality watches inspired by Bitcoin. Designed in the US, worn in over 30 countries - our goal is to craft unique timepieces that signify the importance of sound money for those who wear them - a movement that shows the world what we stand for. Our journey became a reality after launching a successful Kickstarter campaign where we raised 6 figures from backers across the world who believe in the movement.","Founded in 2021, the Coin Vigilante brand originated from the idea of creating high quality watches inspired by Bitcoin. Designed in the US, worn in over 30 countries - our goal is to craft unique timepieces that signify the importance of sound money for those who wear them - a movement that shows the world what we stand for. Our journey became a reality after launching a successful Kickstarter campaign where we raised 6 figures from backers across the world who believe in the movement.",作为 1 Block 的 Coin Vigilante，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does Coin Vigilante most want the industry to remember this year?",Coin Vigilante 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Coin Vigilante's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Coin Vigilante 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Coin Vigilante hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6924c840012211c898207d1a_images-1.webp,avatars/mena-sponsors/coin-vigilante.webp
1 Block - Bitcoin.com,Bitcoin.com,1 Block,1 Block,Bitcoin.com,Bitcoin.com,"The World’s Gateway to Bitcoin and BeyondSince 2015, Bitcoin.com has been a global leader in introducing newcomers to Bitcoin, cryptocurrency, and decentralized finance. Our mission is to lead in self-custody cryptocurrency products and services while offering trusted media that educates and empowers. We provide secure, user-friendly tools and insightful content to drive financial independence and shape the future of decentralized finance.","The World’s Gateway to Bitcoin and BeyondSince 2015, Bitcoin.com has been a global leader in introducing newcomers to Bitcoin, cryptocurrency, and decentralized finance. Our mission is to lead in self-custody cryptocurrency products and services while offering trusted media that educates and empowers. We provide secure, user-friendly tools and insightful content to drive financial independence and shape the future of decentralized finance.",作为 1 Block 的 Bitcoin.com，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does Bitcoin.com most want the industry to remember this year?",Bitcoin.com 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Bitcoin.com's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Bitcoin.com 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Bitcoin.com hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6924c342012211c8981c2b28_desktop-logo-1.webp,avatars/mena-sponsors/bitcoin-com.webp
1 Block - Prenetics/IM8,Prenetics/IM8,1 Block,1 Block,Prenetics/IM8,Prenetics/IM8,"Prenetics (NASDAQ: PRE) is the world's first sustainable Bitcoin treasury company, uniquely positioned with a dual-engine growth strategy that combines profitable healthcare operations with systematic Bitcoin accumulation through both organic cash flows and strategic external funding. Prenetics operates IM8, the world's fastest-growing supplements brand co-founded by David Beckham, which will generate $100M+ ARR in its first 12 months from launch, providing strong cash flows to fund daily Bitcoin purchases. This positions Prenetics to build one of the largest corporate Bitcoin treasury strategies while maintaining operational profitability and providing both asset value protection and unlimited Bitcoin upside potential.​","Prenetics (NASDAQ: PRE) is the world's first sustainable Bitcoin treasury company, uniquely positioned with a dual-engine growth strategy that combines profitable healthcare operations with systematic Bitcoin accumulation through both organic cash flows and strategic external funding. Prenetics operates IM8, the world's fastest-growing supplements brand co-founded by David Beckham, which will generate $100M+ ARR in its first 12 months from launch, providing strong cash flows to fund daily Bitcoin purchases. This positions Prenetics to build one of the largest corporate Bitcoin treasury strategies while maintaining operational profitability and providing both asset value protection and unlimited Bitcoin upside potential.​",作为 1 Block 的 Prenetics/IM8，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does Prenetics/IM8 most want the industry to remember this year?",Prenetics/IM8 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Prenetics/IM8's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Prenetics/IM8 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Prenetics/IM8 hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69207b004edd760f6028191b_logo_red-samantha-kwok.webp,avatars/mena-sponsors/prenetics-im8.webp
1 Block - Rain,Rain,1 Block,1 Block,Rain,Rain,"Rain is a cryptocurrency brokerage and custodian servicing the Middle East, Turkey, and North Africa.​‍","Rain is a cryptocurrency brokerage and custodian servicing the Middle East, Turkey, and North Africa.​‍",作为 1 Block 的 Rain，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does Rain most want the industry to remember this year?",Rain 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are Rain's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，Rain 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does Rain hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69207ab6e37138240e301d09_6716624caa24a00270c670ab_logo_light.webp,avatars/mena-sponsors/rain.webp
1 Block - KeychainX,KeychainX,1 Block,1 Block,KeychainX,KeychainX,"KeychainX recovers lost Bitcoin passwords and private keys from encrypted files, damaged hard drives or phones. Our recovery service has been helping recover Bitcoin since 2017 and is success based, no recovery - no fee. We support Electrum, Multibit, Bitcoin Core, Trezor devices, blockchain.com and many more software and hardware wallets.","KeychainX recovers lost Bitcoin passwords and private keys from encrypted files, damaged hard drives or phones. Our recovery service has been helping recover Bitcoin since 2017 and is success based, no recovery - no fee. We support Electrum, Multibit, Bitcoin Core, Trezor devices, blockchain.com and many more software and hardware wallets.",作为 1 Block 的 KeychainX，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does KeychainX most want the industry to remember this year?",KeychainX 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are KeychainX's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，KeychainX 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does KeychainX hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69207a8c8802c0c5a126006e_keychainx.webp,avatars/mena-sponsors/keychainx.webp
1 Block - OCEAN,OCEAN,1 Block,1 Block,OCEAN,OCEAN,"OCEAN is a transformative mining pool that brings decentralization and transparency back to mining. Miners get rewarded directly from the blockchain and can verify that they're getting what they should be getting. Furthermore, with the DATUM protocol, miners on OCEAN can design their own block templates having full control over the contents of their blocks. ​‍","OCEAN is a transformative mining pool that brings decentralization and transparency back to mining. Miners get rewarded directly from the blockchain and can verify that they're getting what they should be getting. Furthermore, with the DATUM protocol, miners on OCEAN can design their own block templates having full control over the contents of their blocks. ​‍",作为 1 Block 的 OCEAN，你们今年在 Bitcoin MENA 上最希望让行业记住的一项产品或合作是什么？,"As a 1 Block at Bitcoin MENA, which product or partnership does OCEAN most want the industry to remember this year?",OCEAN 目前在中东和北非市场服务的核心客户是谁？你们看到他们在比特币或链上基础设施需求上出现了哪些新的变化？,"Who are OCEAN's core clients in the Middle East and North Africa today, and what new needs are you seeing from them around bitcoin or on-chain infrastructure?",展望未来三年，OCEAN 希望在 Bitcoin MENA 社区中扮演怎样的角色？,"Over the next three years, what role does OCEAN hope to play within the Bitcoin MENA community?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69207a66707099a087de897d_67453e5eaf95dc031ea9fff9_ocean.webp,avatars/mena-sponsors/ocean.webp
