Name_ZH,Name_EN,Title_ZH,Title_EN,Company_ZH,Company_EN,Biography_ZH,Biography_EN,Interview1_ZH,Interview1_EN,Interview2_ZH,Interview2_EN,Interview3_ZH,Interview3_EN,ImageURL,LocalImage
BMW,BMW,黄金+赞助商,Gold+ Sponsor,BMW,BMW,官方简介待补充，欢迎完善。,Description coming soon.,作为传统汽车品牌，BMW 在 Web3 方面最近有哪些面向用户的具体落地，比如积分、数字藏品或车主社区？,"As a global automotive brand, what concrete Web3 initiatives has BMW recently rolled out for users—for example around loyalty, collectibles, or owner communities?",在内部决策层面，BMW 如何评估一项链上试点是否值得从“营销尝试”升级为“长期产品能力”？,"Internally, how does BMW decide when an on-chain pilot should graduate from a marketing experiment into a long-term product capability?",展望 2025 年，BMW 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will BMW collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/910b64c5cf6c47fcbd85b663823b2896.png,avatars/sponsors/bmw.png
First Digital Trust,First Digital Trust,黄金+赞助商,Gold+ Sponsor,First Digital Trust,First Digital Trust,First Digital Trust 是 FDUSD 发行方与香港持牌托管机构的母公司，提供合规托管与信托服务。,"The parent company of FD121 Limited, issuer of FDUSD, & First Digital Trust Limited, Asia’s leading qualified custodian & registered trust company.",First Digital Trust 作为 FDUSD 背后的信托机构之一，近期在哪些司法辖区或合作模式上取得了新的突破？,"As the trust company behind FDUSD, in which jurisdictions or partnership structures has First Digital Trust recently made the most meaningful progress?",在机构托管需求快速扩大的背景下，你们观察到的一个“真实的风险偏好变化”是什么？客户更关心哪些细节？,"With institutional custody demand accelerating, what real shift in risk appetite are you seeing, and which specific details are clients scrutinizing more closely?",展望 2025 年，First Digital Trust 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will First Digital Trust collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/33a7f0a6da4443d18ed0434701f9addb.png,avatars/sponsors/first-digital-trust.png
Google Cloud,Google Cloud,黄金+赞助商,Gold+ Sponsor,Google Cloud,Google Cloud,官方简介待补充，欢迎完善。,Description coming soon.,Google Cloud 今年在 Web3 方向发布的产品与合作中，哪一个最能体现“数据+AI”对链上应用的实际加速效果？,"Among this year’s Web3 launches and partnerships, which Google Cloud initiative best demonstrates how “data + AI” is tangibly accelerating on-chain applications?",相较一两年前，你们在与公链或交易平台对话时，客户对“合规与审计”的关注点发生了哪些具体变化？,"Compared with one or two years ago, how have conversations with chains and exchanges changed around auditability and compliance on Google Cloud?",展望 2025 年，Google Cloud 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Google Cloud collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/8af97560c8824e8a870b809790dd27be.png,avatars/sponsors/google-cloud.png
HUMA,HUMA,黄金+赞助商,Gold+ Sponsor,HUMA,HUMA,官方简介待补充，欢迎完善。,Description coming soon.,Huma 专注收入与应收类 RWA，你们最近上线的哪一个产品设计，最能说明“现金流上链”的现实可行性？,"Focused on income and receivables RWAs, which recently launched Huma product best proves that “cash flows on-chain” can work in practice?",在与传统金融机构合作时，你们通常如何说服对方，用链上数据来替代或增强现有的风控指标体系？,"When working with TradFi partners, how do you persuade them to use on-chain signals to replace or augment their existing risk models?",展望 2025 年，HUMA 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will HUMA collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/4849138f4d59401dbec52e90d0ce013d.png,avatars/sponsors/huma.png
MASTERCARD,MASTERCARD,黄金+赞助商,Gold+ Sponsor,MASTERCARD,MASTERCARD,官方简介待补充，欢迎完善。,Description coming soon.,Mastercard 近两年不断推出与加密和 Web3 相关的试点项目，哪一个你认为已经接近可以“大规模复制”？,Mastercard has launched multiple crypto and Web3 pilots in recent years. Which one do you believe is closest to being ready for large-scale rollout?,从全球支付网络的视角看，你们现在更关注的是哪一种场景：链上结算、稳定币收单，还是数字身份？,"From a global payments-network perspective, which scenario is currently top-of-mind for Mastercard: on-chain settlement, stablecoin acquiring, or digital identity?",展望 2025 年，MASTERCARD 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will MASTERCARD collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/a3e3c15461dc40c09fc4f939659c1f15.png,avatars/sponsors/mastercard.png
Aptos,Aptos,黄金赞助商,Gold Sponsor,Aptos,Aptos,官方简介待补充，欢迎完善。,Description coming soon.,本次展区中，Aptos 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Aptos is showcasing onsite this week?,今年以来，Aptos 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Aptos's long-term strategy?",展望 2025 年，Aptos 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Aptos collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/b0ae02666cda4dcdb0442d727856ae55.png,avatars/sponsors/aptos.png
Chiliz,Chiliz,黄金赞助商,Gold Sponsor,Chiliz,Chiliz,"The global leader in blockchain solutions for the sports and entertainment industry, pioneering Fan Tokens and Socios.com","The global leader in blockchain solutions for the sports and entertainment industry, pioneering Fan Tokens and Socios.com",本次展区中，Chiliz 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Chiliz is showcasing onsite this week?,今年以来，Chiliz 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Chiliz's long-term strategy?",展望 2025 年，Chiliz 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Chiliz collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/f50a289b422c49db9a57c16603976814.png,avatars/sponsors/chiliz.png
DWF Labs,DWF Labs,黄金赞助商,Gold Sponsor,DWF Labs,DWF Labs,官方简介待补充，欢迎完善。,Description coming soon.,本次展区中，DWF Labs 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions DWF Labs is showcasing onsite this week?,今年以来，DWF Labs 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on DWF Labs's long-term strategy?",展望 2025 年，DWF Labs 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will DWF Labs collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/c7b0e53db5ca491b984ffda45d77351f.png,avatars/sponsors/dwf-labs.png
Heima Network,Heima Network,黄金赞助商,Gold Sponsor,Heima Network,Heima Network,官方简介待补充，欢迎完善。,Description coming soon.,本次展区中，Heima Network 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Heima Network is showcasing onsite this week?,今年以来，Heima Network 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Heima Network's long-term strategy?",展望 2025 年，Heima Network 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Heima Network collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/2d5f694ab8534782bb8ad2ce216494b4.png,avatars/sponsors/heima-network.png
Memeland,Memeland,黄金赞助商,Gold Sponsor,Memeland,Memeland,官方简介待补充，欢迎完善。,Description coming soon.,本次展区中，Memeland 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Memeland is showcasing onsite this week?,今年以来，Memeland 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Memeland's long-term strategy?",展望 2025 年，Memeland 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Memeland collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/9da632e25f7c483f8309ed6b3f6e4731.png,avatars/sponsors/memeland.png
Plume,Plume,黄金赞助商,Gold Sponsor,Plume,Plume,"The first permissionless, full-stack blockchain built for real-world asset finance (RWAfi) with native DeFi integration.","The first permissionless, full-stack blockchain built for real-world asset finance (RWAfi) with native DeFi integration.",本次展区中，Plume 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Plume is showcasing onsite this week?,今年以来，Plume 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Plume's long-term strategy?",展望 2025 年，Plume 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Plume collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/57b9e06adc744124b4dd38fa2e8c7fc7.png,avatars/sponsors/plume.png
TRON DAO,TRON DAO,黄金赞助商,Gold Sponsor,TRON DAO,TRON DAO,"Moving Trillions, Empowering Billions: The global settlement layer for stablecoin transactions & everyday purchases with proven success.","Moving Trillions, Empowering Billions: The global settlement layer for stablecoin transactions & everyday purchases with proven success.",本次展区中，TRON DAO 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions TRON DAO is showcasing onsite this week?,今年以来，TRON DAO 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on TRON DAO's long-term strategy?",展望 2025 年，TRON DAO 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will TRON DAO collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/bc372d6ddceb4a129d529f991836a0f6.png,avatars/sponsors/tron-dao.png
WalletConnect,WalletConnect,黄金赞助商,Gold Sponsor,WalletConnect,WalletConnect,官方简介待补充，欢迎完善。,Description coming soon.,本次展区中，WalletConnect 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions WalletConnect is showcasing onsite this week?,今年以来，WalletConnect 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on WalletConnect's long-term strategy?",展望 2025 年，WalletConnect 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will WalletConnect collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/7a897e6457d547609cf111ceb6320282.png,avatars/sponsors/walletconnect.png
AltLayer,AltLayer,白银+赞助商,Silver+ Sponsor,AltLayer,AltLayer,官方简介待补充，欢迎完善。,Description coming soon.,本次展区中，AltLayer 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions AltLayer is showcasing onsite this week?,今年以来，AltLayer 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on AltLayer's long-term strategy?",展望 2025 年，AltLayer 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will AltLayer collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/b07e180454074da5bc25601e5487fa3f.png,avatars/sponsors/altlayer.png
BounceBit,BounceBit,白银+赞助商,Silver+ Sponsor,BounceBit,BounceBit,"BounceBit is an L1 built for onchain RWA, with Prime delivering dual-yield tokenized Treasuries on institutional, settlement-ready rails secured by BTC and BB.","BounceBit is an L1 built for onchain RWA, with Prime delivering dual-yield tokenized Treasuries on institutional, settlement-ready rails secured by BTC and BB.",本次展区中，BounceBit 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions BounceBit is showcasing onsite this week?,今年以来，BounceBit 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on BounceBit's long-term strategy?",展望 2025 年，BounceBit 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will BounceBit collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/3a1e0476d49b4165afeea957a32036f7.png,avatars/sponsors/bouncebit.png
Bubblemaps,Bubblemaps,白银+赞助商,Silver+ Sponsor,Bubblemaps,Bubblemaps,官方简介待补充，欢迎完善。,Description coming soon.,本次展区中，Bubblemaps 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Bubblemaps is showcasing onsite this week?,今年以来，Bubblemaps 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Bubblemaps's long-term strategy?",展望 2025 年，Bubblemaps 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Bubblemaps collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/a8c45746254a4a8c81b29c0c7c0ac92c.png,avatars/sponsors/bubblemaps.png
Chromia,Chromia,白银+赞助商,Silver+ Sponsor,Chromia,Chromia,Chromia is a Layer-1 network designed for data-intensive decentralized applications.,Chromia is a Layer-1 network designed for data-intensive decentralized applications.,本次展区中，Chromia 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Chromia is showcasing onsite this week?,今年以来，Chromia 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Chromia's long-term strategy?",展望 2025 年，Chromia 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Chromia collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/c23b6cfc0bf14421bf9be6728a36b0c1.png,avatars/sponsors/chromia.png
Marlin,Marlin,白银+赞助商,Silver+ Sponsor,Marlin,Marlin,Marlin is a TEE-based computing network for AI.,Marlin is a TEE-based computing network for AI.,本次展区中，Marlin 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Marlin is showcasing onsite this week?,今年以来，Marlin 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Marlin's long-term strategy?",展望 2025 年，Marlin 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Marlin collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/11de089164774660a327f2485875ad85.png,avatars/sponsors/marlin.png
YGG,YGG,白银+赞助商,Silver+ Sponsor,YGG,YGG,Ghe go-to publisher for the hottest casual games in Crypto — Connecting studios with the most Degen players and communities.,Ghe go-to publisher for the hottest casual games in Crypto — Connecting studios with the most Degen players and communities.,本次展区中，YGG 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions YGG is showcasing onsite this week?,今年以来，YGG 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on YGG's long-term strategy?",展望 2025 年，YGG 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will YGG collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/908f6f610f3f435094aff11f84d77bd0.png,avatars/sponsors/ygg.png
Alchemy Pay,Alchemy Pay,白银赞助商,Silver Sponsor,Alchemy Pay,Alchemy Pay,"The payment gateway that seamlessly connects crypto with traditional fiat currencies for businesses, developers, and end users.","The payment gateway that seamlessly connects crypto with traditional fiat currencies for businesses, developers, and end users.",本次展区中，Alchemy Pay 重点展示的产品或解决方案想帮助哪些客户解决什么痛点？,Which customer pain points are you aiming to solve with the solutions Alchemy Pay is showcasing onsite this week?,今年以来，Alchemy Pay 在业务或产品上做出的哪一个关键决策，对你们的长期战略影响最大？,"Since the start of this year, which key business or product decision has had the biggest impact on Alchemy Pay's long-term strategy?",展望 2025 年，Alchemy Pay 计划如何与 Binance 生态或更广泛的 Web3 市场展开新的合作？,"Looking ahead to 2025, how will Alchemy Pay collaborate with the Binance ecosystem or the broader Web3 market in new ways?",https://custom-eur.cvent.com/09EA8E8DD03F4676A24755BA47394373/pix/c35b8919f51241dda4c582038a3055da.png,avatars/sponsors/alchemy-pay.png
